name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Datsun RediGO AMT,2018,275000,20000,Petrol,Individual,Automatic,0
Hyundai Grand i10,2013,300000,75000,Petrol,Individual,Manual,2
Mahindra Scorpio SLE,2011,400000,320000,Diesel,Individual,Manual,2
Volkswagen Vento 1.5,2015,550000,120000,Diesel,Individual,Manual,1
Maruti Swift VXI,2016,550000,20000,Petrol,Individual,Manual,0
Skoda Rapid Monte,2017,900000,40000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2010,165000,20000,Petrol,Individual,Manual,0
Hyundai EON Magna,2014,210000,70000,Petrol,Individual,Manual,0
Renault Duster 110PS,2016,650000,30000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2014,680000,120000,Diesel,Individual,Manual,0
Renault KWID 1.0,2019,390000,25000,Petrol,Individual,Manual,0
Renault KWID RXL,2016,260000,80000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,450000,67000,Petrol,Individual,Manual,0
Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,1
Maruti Vitara Brezza,2019,890000,9000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,0
Volkswagen Jetta 1.6,2010,225000,80000,Petrol,Individual,Manual,1
Toyota Fortuner 2.8,2018,3200000,60000,Diesel,Individual,Automatic,0
Tata Manza Aura,2010,210000,120000,Diesel,Individual,Manual,0
Toyota Land Cruiser,2014,3500000,60000,Diesel,Individual,Automatic,0
Honda City i,2014,750000,80000,Diesel,Individual,Manual,1
Chevrolet Tavera Neo,2011,350000,120000,Diesel,Individual,Manual,1
Honda Civic ZX,2019,2000000,24857,Petrol,Dealer,Automatic,1
Hyundai EON 1.0,2017,270000,26442,Petrol,Individual,Manual,0
Maruti Ertiga BSIV,2017,700000,35000,Petrol,Individual,Manual,0
Maruti Alto LXi,2010,130000,28000,Petrol,Individual,Manual,1
Maruti Ertiga ZDI,2015,650000,80000,Diesel,Individual,Manual,0
Maruti Alto LX,2005,55000,39000,Petrol,Individual,Manual,0
Maruti Wagon R,2017,475000,20000,Petrol,Individual,Automatic,0
Nissan Sunny Diesel,2013,325000,50000,Diesel,Individual,Manual,0
Honda Jazz 1.2,2017,615000,40000,Petrol,Individual,Automatic,0
Hyundai Grand i10,2015,390000,15000,Petrol,Individual,Manual,0
Maruti Swift AMT,2019,650000,15000,Petrol,Individual,Automatic,0
Maruti Swift VXI,2015,440000,30000,Petrol,Individual,Manual,0
Honda City i,2014,600000,70000,Diesel,Individual,Manual,0
Chevrolet Spark 1.0,2012,170000,80000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2013,499000,80000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2012,525000,120000,Diesel,Individual,Manual,0
Nissan Terrano XL,2015,580000,90000,Diesel,Individual,Manual,0
Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2015,1300000,120000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2016,800000,80000,Diesel,Individual,Manual,0
Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,0
Honda Brio 1.2,2017,400000,50000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2017,700000,65000,Diesel,Individual,Manual,0
Maruti Baleno Alpha,2017,800000,35000,Diesel,Individual,Manual,0
Honda Jazz 1.5,2015,600000,90000,Diesel,Individual,Manual,0
Maruti Swift VDI,2016,580000,100000,Diesel,Individual,Manual,0
Renault KWID RXT,2016,350000,15000,Petrol,Individual,Manual,0
Ford Figo Diesel,2011,204999,147000,Diesel,Individual,Manual,0
Mahindra XUV500 W10,2017,1350000,20000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2009,310000,120000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2011,700000,250000,Diesel,Individual,Manual,1
Ford Figo 1.5D,2016,459999,69000,Diesel,Individual,Manual,1
Maruti Ciaz ZDi,2017,860000,80000,Diesel,Individual,Manual,0
Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,2
Renault KWID RXT,2016,390000,15000,Petrol,Individual,Manual,0
Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,0
Maruti Alto LX,2005,110000,50800,Petrol,Dealer,Manual,1
Maruti Celerio ZXI,2017,484999,10000,Petrol,Dealer,Manual,0
BMW 6 Series,2018,5830000,30000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2012,185000,60000,Petrol,Individual,Manual,1
Hyundai Xcent 1.1,2018,665000,40142,Diesel,Dealer,Manual,0
Hyundai i20 1.2,2019,721000,9400,Petrol,Dealer,Manual,0
Mahindra KUV 100,2016,390000,62000,Diesel,Dealer,Manual,0
Tata Manza Aura,2011,190000,90000,Diesel,Dealer,Manual,0
Mahindra Thar CRDe,2019,975000,12584,Diesel,Dealer,Manual,0
Datsun GO A,2016,275000,49000,Petrol,Dealer,Manual,0
Maruti Alto 800,2016,315000,32000,Petrol,Dealer,Manual,0
Hyundai Elite i20,2019,685000,4300,Petrol,Dealer,Manual,0
Maruti Swift VXI,2019,595000,14548,Petrol,Dealer,Manual,0
Ford EcoSport 1.5,2018,900000,44772,Diesel,Dealer,Manual,1
Maruti Ertiga ZDI,2018,950000,48500,Diesel,Dealer,Manual,0
Maruti Alto 800,2016,275000,38000,Petrol,Dealer,Manual,0
Hyundai i20 2015-2017,2017,570000,28782,Petrol,Dealer,Manual,0
Hyundai i20 Asta,2018,700000,28451,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2018,910000,36500,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2018,751000,44885,Diesel,Dealer,Manual,0
Hyundai EON Era,2014,225000,35000,Petrol,Individual,Manual,0
Tata Indica Vista,2009,135000,110000,Diesel,Individual,Manual,1
Maruti Ertiga ZDI,2017,825000,79000,Diesel,Dealer,Manual,0
Toyota Fortuner 4x2,2015,1650000,91000,Diesel,Dealer,Automatic,1
Maruti Vitara Brezza,2018,875000,50000,Diesel,Dealer,Manual,0
Maruti Ciaz ZDi,2016,650000,81000,Diesel,Dealer,Manual,1
Jeep Compass 1.4,2019,1450000,22000,Petrol,Dealer,Automatic,0
Hyundai Creta 1.6,2017,975000,41000,Diesel,Dealer,Manual,0
Maruti Ertiga SHVS,2019,925000,50000,Diesel,Dealer,Manual,0
Maruti Ertiga ZDI,2016,725000,66000,Diesel,Dealer,Manual,0
Maruti Ertiga VDI,2013,550000,65000,Diesel,Dealer,Manual,0
Hyundai i20 Diesel,2014,550000,76000,Diesel,Dealer,Manual,0
Toyota Innova 2.5,2013,750000,95000,Diesel,Dealer,Manual,0
Honda City 1.5,2013,475000,55000,Petrol,Dealer,Manual,1
Datsun GO Plus,2017,325000,65000,Petrol,Dealer,Manual,0
Maruti Ertiga VDI,2017,725000,76000,Diesel,Dealer,Manual,0
Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,1
Maruti Swift Dzire,2017,625000,70000,Diesel,Dealer,Manual,0
Hyundai Santro GLS,2009,195000,56000,Petrol,Dealer,Manual,1
Maruti Swift ZDi,2014,470000,89000,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2017,1750000,98000,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2016,1650000,90000,Diesel,Dealer,Manual,0
Hyundai Creta 1.4,2018,1050000,70000,Diesel,Individual,Manual,0
Maruti Swift VDI,2013,380000,57000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,650000,70000,Diesel,Individual,Manual,0
Hyundai EON Era,2016,275000,49200,Petrol,Individual,Manual,0
Honda Civic 1.8,2009,220000,125000,Petrol,Individual,Manual,1
Hyundai i10 Era,2008,200000,60000,Petrol,Individual,Manual,1
Maruti Eeco 5,2015,315000,120000,Petrol,Individual,Manual,1
Maruti Alto LXI,2004,90000,110000,Petrol,Individual,Manual,2
Maruti Wagon R,2007,120000,70000,Petrol,Individual,Manual,1
Maruti Wagon R,2006,90000,168000,Petrol,Individual,Manual,1
Mahindra XUV500 W10,2018,1500000,30000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,370000,60000,Diesel,Individual,Manual,0
Maruti Swift VDI,2016,595000,131111,Diesel,Individual,Manual,0
Mahindra Renault Logan,2007,150000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2012,400000,58400,Diesel,Individual,Manual,1
Maruti Alto K10,2016,310000,23400,Petrol,Individual,Manual,1
Maruti Celerio VXI,2018,385000,50000,Petrol,Individual,Manual,0
Maruti Swift 1.3,2005,105000,158107,Petrol,Individual,Manual,1
Mahindra XUV500 W8,2014,750000,90000,Diesel,Individual,Manual,0
Hyundai Santro Sportz,2019,521000,3010,Petrol,Individual,Automatic,0
Tata Manza Aqua,2010,180000,80000,Diesel,Individual,Manual,0
Ford Fiesta EXi,2011,220000,155000,Diesel,Individual,Manual,1
Maruti 800 AC,1998,40000,70000,Petrol,Individual,Manual,1
Hyundai Grand i10,2018,540000,4000,Petrol,Individual,Manual,0
Maruti Alto LXi,2007,140000,35000,Petrol,Individual,Manual,1
Maruti Zen VXI,2003,200000,121000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2015,650000,110000,Diesel,Individual,Manual,1
Ford Fiesta 1.4,2010,229999,170000,Diesel,Individual,Manual,1
Maruti Swift Vdi,2010,305000,175000,Diesel,Individual,Manual,2
Mahindra XUV500 W10,2018,1400000,30000,Diesel,Individual,Manual,0
Ford Fiesta 1.4,2008,200000,163000,Diesel,Individual,Manual,0
Ford Fiesta 1.4,2008,200000,163000,Diesel,Individual,Manual,0
Mahindra Xylo D2,2010,465000,77088,Diesel,Individual,Manual,0
Nissan Micra Diesel,2011,210000,110000,Diesel,Individual,Manual,2
Mahindra Bolero 2011-2019,2016,570000,136511,Diesel,Individual,Manual,0
Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,0
Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,620000,36000,Petrol,Individual,Manual,0
Maruti Wagon R,2012,250000,65000,Petrol,Individual,Manual,1
BMW X1 sDrive20d,2011,1000000,50000,Diesel,Individual,Automatic,0
Maruti Wagon R,2012,300000,60000,LPG,Individual,Manual,0
Fiat Grande Punto,2013,300000,82500,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2018,810000,30000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2011,270000,100000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2015,470000,70000,Diesel,Individual,Manual,1
Tata Zest Quadrajet,2017,400000,85000,Diesel,Individual,Manual,0
Maruti Wagon R,2014,300000,60000,Petrol,Individual,Manual,1
Maruti Alto 800,2015,170000,20000,Petrol,Individual,Manual,2
Renault Duster 110PS,2014,455999,80000,Diesel,Individual,Manual,0
Mahindra Xylo D2,2009,121000,100000,Diesel,Individual,Manual,1
Hyundai Santro LS,2002,35000,75000,Petrol,Individual,Manual,1
Maruti Swift 1.3,2005,85000,100000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2016,650000,80000,Diesel,Individual,Manual,1
Tata Bolt Revotron,2017,350000,35000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel,2013,125000,139000,Diesel,Individual,Manual,0
Maruti Alto AX,2005,80000,90000,Petrol,Individual,Automatic,1
Maruti Omni E,2009,120000,120000,Petrol,Individual,Manual,0
Honda City 2017-2020,2008,250000,100000,Petrol,Individual,Manual,0
Volkswagen Vento Diesel,2011,225000,90000,Diesel,Individual,Manual,0
Mahindra Bolero SLX,2007,215000,105000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2017,450000,40000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2017,509999,90000,Petrol,Individual,Manual,0
Maruti Alto 800,2015,245000,36710,Petrol,Individual,Manual,1
Mahindra Supro LX,2018,400000,50000,Diesel,Individual,Manual,0
Maruti SX4 S,2016,620000,28180,Diesel,Dealer,Manual,0
Maruti SX4 S,2017,650000,44000,Diesel,Dealer,Manual,0
Tata Harrier XZ,2019,1700000,15000,Diesel,Individual,Manual,0
Datsun GO Plus,2019,590000,4000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2014,370000,30000,Diesel,Individual,Manual,0
Maruti Swift VXI,2013,350000,15000,Petrol,Individual,Manual,0
Maruti Baleno Alpha,2017,580000,20000,Petrol,Individual,Manual,0
Hyundai Grand i10,2018,450000,56000,Petrol,Individual,Manual,0
Hyundai i20 Active,2017,600000,19000,Petrol,Individual,Manual,0
Ford Endeavour 2.2,2016,2400000,30000,Diesel,Individual,Automatic,0
Hyundai i20 1.2,2017,450000,70000,Petrol,Individual,Manual,0
Tata Indigo CS,2009,150000,30000,Diesel,Individual,Manual,0
Maruti Eeco 5,2019,400000,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2013,185000,85000,Petrol,Individual,Manual,0
Maruti Swift AMT,2018,625000,50000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2019,700000,20000,Petrol,Individual,Manual,0
Maruti Wagon R,2017,390000,25000,Petrol,Individual,Manual,0
Tata Nexon 1.2,2018,625000,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,400000,50000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2011,380000,150000,Diesel,Individual,Manual,3
Toyota Corolla Altis,2009,400000,90000,Petrol,Individual,Automatic,0
Tata Zest Revotron,2019,620000,100000,Petrol,Individual,Manual,0
Ford Fiesta Classic,2008,190000,180000,Diesel,Individual,Manual,1
Maruti Alto 800,2013,210000,50000,Petrol,Individual,Manual,1
Maruti Ritz VDi,2012,270000,80000,Diesel,Individual,Manual,2
Maruti Zen Std,1999,45000,100000,Petrol,Individual,Manual,2
Hyundai EON D,2014,220000,93000,Petrol,Individual,Manual,1
Mahindra Bolero 2011-2019,2014,550000,11500,Diesel,Individual,Manual,0
Hyundai i20 Asta,2013,370000,120000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2006,95000,100000,Petrol,Individual,Automatic,1
Mahindra Xylo D2,2015,650000,50000,Diesel,Individual,Manual,0
Honda City V,2012,550000,120000,Petrol,Individual,Manual,0
Ford Fiesta 1.4,2010,225000,100000,Diesel,Individual,Manual,1
Maruti 800 Std,2004,40000,57000,Petrol,Individual,Manual,1
Hyundai EON Era,2016,280000,60000,Petrol,Individual,Manual,0
Ford Figo Aspire,2017,570000,44077,Petrol,Dealer,Automatic,0
Maruti Alto 800,2017,290000,90000,Petrol,Individual,Manual,1
Hyundai i20 Active,2018,720000,50000,Diesel,Individual,Manual,1
Ford EcoSport 1.5,2017,800000,60000,Diesel,Individual,Manual,0
Hyundai i10 Era,2012,265000,20000,Petrol,Individual,Manual,2
Maruti Alto LX,2010,135000,90000,Petrol,Individual,Manual,2
Ford Figo 1.5D,2016,350000,70000,Diesel,Individual,Manual,1
Maruti Swift 1.3,2008,200000,80000,Petrol,Individual,Manual,1
Chevrolet Enjoy 1.3,2016,490000,80000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2012,450000,72000,Diesel,Individual,Manual,1
Mahindra Scorpio 1.99,2016,950000,50000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2012,355000,90000,Petrol,Individual,Manual,1
Hyundai Elite i20,2019,700000,17000,Petrol,Individual,Manual,0
Mahindra Scorpio VLX,2012,459999,70000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel,2012,350000,74000,Diesel,Individual,Manual,1
Maruti Alto LX,2006,85000,60000,Petrol,Individual,Manual,1
Maruti Alto 800,2016,290000,15000,Petrol,Individual,Manual,0
Honda WR-V i-DTEC,2019,1000000,72000,Diesel,Individual,Manual,0
Tata Indica V2,2008,85000,25000,Petrol,Individual,Manual,1
Maruti Alto LXI,2003,65000,114000,Petrol,Individual,Manual,0
Honda City 1.5,2005,75000,120000,Petrol,Individual,Manual,0
Skoda Octavia Ambiente,2003,100000,250000,Diesel,Individual,Manual,1
Tata Indica Vista,2009,170000,55768,Diesel,Individual,Manual,0
Hyundai Grand i10,2017,525000,40000,Petrol,Individual,Automatic,0
Maruti Wagon R,2020,265000,70000,Petrol,Individual,Manual,1
Tata Tigor 1.2,2018,459999,50000,Petrol,Individual,Manual,0
Maruti Alto K10,2017,250000,20000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,395000,70000,Diesel,Individual,Manual,1
Hyundai Grand i10,2014,375000,60000,Petrol,Individual,Manual,0
Tata Indica Vista,2009,120000,120000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2011,290000,110000,Diesel,Individual,Manual,1
Tata Tiago 1.2,2017,409999,60000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0,2009,200000,30000,Petrol,Individual,Manual,0
Skoda Rapid 1.5,2018,900000,35000,Diesel,Individual,Manual,0
Maruti 800 Std,2003,50000,50000,Petrol,Individual,Manual,2
Renault Duster 110PS,2012,450000,100000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2012,650000,80000,Diesel,Individual,Manual,2
Volkswagen CrossPolo 1.5,2014,300000,84000,Diesel,Individual,Manual,1
Ford Fiesta 1.5,2014,425000,60000,Diesel,Individual,Manual,0
Maruti Zen VXI,1998,55000,50000,Petrol,Individual,Manual,1
Hyundai i10 Magna,2011,200000,60000,Petrol,Individual,Manual,1
Mahindra XUV500 W10,2015,975000,100000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2013,450000,70000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2014,600000,82500,Diesel,Individual,Manual,1
Mahindra Bolero 2011-2019,2014,550000,76000,Diesel,Individual,Manual,0
Tata Indica Vista,2011,180000,87000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2010,300000,120000,Diesel,Individual,Manual,0
Tata Zest Revotron,2016,350000,70000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,465000,90000,Diesel,Individual,Manual,0
Tata Manza Aura,2010,200000,188000,Diesel,Individual,Manual,1
Chevrolet Enjoy TCDi,2014,350000,120000,Diesel,Individual,Manual,1
Honda City i,2015,650000,80000,Petrol,Individual,Manual,0
Hyundai i10 Magna,2010,150000,123278,Petrol,Individual,Manual,1
Honda City i,2014,560000,100000,Diesel,Individual,Manual,1
Hyundai i20 Active,2015,625000,90000,Diesel,Individual,Manual,0
Ford Figo Diesel,2012,220000,110000,Diesel,Individual,Manual,0
Ford Figo Diesel,2013,250000,110000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2018,575000,70000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2015,1050000,65000,Diesel,Individual,Manual,0
Jaguar XF 2.2,2015,3000000,70000,Diesel,Individual,Automatic,1
Tata New Safari,2012,200000,90000,Diesel,Individual,Manual,2
Maruti Alto 800,2016,262000,50000,Petrol,Individual,Manual,0
Hyundai EON Era,2018,299000,33000,Petrol,Individual,Manual,0
Maruti Alto 800,2015,250000,26500,Petrol,Individual,Manual,0
Hyundai Santro Xing,2011,140000,60000,Petrol,Individual,Manual,3
Maruti Swift Dzire,2013,360000,70000,Diesel,Individual,Manual,2
Datsun GO A,2015,210000,80000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2017,600000,60000,Diesel,Individual,Manual,0
Skoda Fabia 1.2L,2011,210000,100000,Diesel,Individual,Manual,0
Volkswagen Vento Diesel,2011,300000,80000,Diesel,Individual,Manual,1
Hyundai Grand i10,2016,450000,35000,Petrol,Individual,Manual,0
Ford Endeavour 3.2,2018,3200000,35000,Diesel,Individual,Automatic,0
Hyundai Grand i10,2019,550000,10000,Petrol,Individual,Manual,0
Tata Indica Vista,2011,100000,80000,Diesel,Individual,Manual,0
Hyundai EON Era,2012,185000,50000,Petrol,Individual,Manual,1
Maruti Wagon R,2006,80000,90000,Petrol,Individual,Manual,1
Maruti Alto 800,2017,295000,80000,Petrol,Individual,Manual,0
Renault KWID Climber,2017,360000,25000,Petrol,Individual,Manual,0
Maruti Alto K10,2014,210000,70000,Petrol,Individual,Manual,0
Hyundai Elite i20,2019,585000,80000,Petrol,Individual,Automatic,0
Volkswagen Polo Select,2016,560000,50000,Diesel,Individual,Manual,0
Honda City i,2015,600000,70000,Diesel,Individual,Manual,0
Datsun GO T,2017,330000,60000,Petrol,Individual,Manual,0
Hyundai Verna VTVT,2019,990000,15000,Petrol,Individual,Manual,0
Toyota Etios Diesel,2012,300000,90000,Diesel,Individual,Manual,0
Tata Nexon 1.2,2018,650000,28000,Petrol,Individual,Manual,0
Hyundai Elite i20,2019,695000,20000,Petrol,Individual,Automatic,0
Hyundai Grand i10,2014,300000,60000,Diesel,Individual,Manual,0
Maruti Alto 800,2015,270000,22000,Petrol,Individual,Manual,0
Tata New Safari,2010,185000,70000,Diesel,Individual,Manual,1
Chevrolet Sail Hatchback,2013,200000,80000,Diesel,Individual,Manual,0
Maruti Wagon R,2019,459999,35000,CNG,Individual,Manual,0
Tata Nexon 1.5,2018,860000,60000,Diesel,Individual,Manual,0
Tata Tiago 1.2,2018,400000,20000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2013,240000,142000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2015,570000,72000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2018,850000,90000,Diesel,Individual,Manual,0
Ford Figo Diesel,2011,155000,80000,Diesel,Individual,Manual,2
Hyundai i20 1.4,2011,270000,125000,Diesel,Individual,Manual,0
Maruti Ciaz ZXi,2015,610000,33000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2015,1000000,50000,Diesel,Individual,Manual,0
Mahindra Scorpio LX,2012,450000,120000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2018,500000,35000,Diesel,Individual,Manual,0
Honda Amaze S,2018,700000,43000,Diesel,Individual,Manual,0
Maruti Alto LXi,2007,135000,60000,Petrol,Individual,Manual,0
Mahindra Scorpio LX,2012,430000,148000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2014,625000,70000,Diesel,Individual,Manual,1
Nissan Sunny XL,2011,280000,96000,Petrol,Individual,Manual,0
Mahindra Scorpio 1.99,2015,800000,70000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2012,220000,70000,Diesel,Individual,Manual,1
Maruti Ignis 1.2,2017,620000,18484,Petrol,Individual,Manual,0
Tata Safari DICOR,2011,300000,70000,Diesel,Individual,Manual,0
Maruti Alto LX,2010,180000,25000,Petrol,Individual,Manual,1
Volkswagen Polo Diesel,2013,250000,120000,Diesel,Individual,Manual,2
Maruti Swift Dzire,2017,480000,55000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2019,885000,10000,Petrol,Individual,Manual,1
Mahindra KUV 100,2020,550000,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,800000,30000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2013,180000,65000,Petrol,Individual,Manual,0
Maruti Estilo LXI,2010,200000,27000,Petrol,Individual,Manual,0
Hyundai i20 Sportz,2012,380000,50000,Diesel,Individual,Manual,1
Tata Tiago NRG,2019,520000,2560,Petrol,Individual,Automatic,0
Maruti Alto LX,2004,90000,60000,Petrol,Individual,Manual,0
Maruti Wagon R,2016,330000,80000,Petrol,Individual,Manual,1
Maruti 800 DX,1999,40000,50000,Petrol,Individual,Manual,1
Chevrolet Enjoy TCDi,2015,370000,120000,Diesel,Individual,Manual,0
Honda City V,2009,290000,120000,Petrol,Individual,Manual,1
Hyundai EON Magna,2013,215000,47000,Petrol,Individual,Manual,1
Tata Hexa XT,2017,1282000,45000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2012,610000,90000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2013,380000,110000,Diesel,Individual,Manual,1
Mahindra Scorpio 1.99,2017,1250000,95000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2012,400000,103655,Diesel,Individual,Manual,1
Hyundai i20 Petrol,2018,700000,25000,Petrol,Individual,Automatic,1
